# #id    turkerid    label    a1    a2
824_798	ASGEABJOAIPR8	a1	Were we magically created in a few days or an outcome which was processed throughout billions of years? Which is more realistic? Which was more likely to happen?	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.
813_798	A1PPSQ5PBCZ9JY	a1	think about it, it's impossible for evolution to NOT happen. the weak die, the strong continue to breed. this strengthens the species. argument over. however, creationism and evolution are not exclusionary. i don't believe in a god simply because of the unbelievably minute chance of a god (or gods) existing	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.
798_58082	A3DTBL9NV7SDQC	a2	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.	I like to think both are true. 1. God created the first things (i don't think adam and ever were really human, maybe single celled. but man had a hard time believing that so we made the first creatures Man) 2. Those things God created Evolved to fit their surroundings. (there is proof of this, you can not deny this. i do not know if we came from monkeys or not.) I believe in God and Evolution.
798_816	A2GLZB2VKVVKSW	a2	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.	This is this common view of the creationist argument. None of what Sean said has anything to do with science. This is a theological view of the world. . This is all pseudo-science. I understand if you are religious, just dont try to hide it as science. Science never has been about theology. It is about the scientific method. If you really want to debate the science of evolution, you must at least get the scientific method down. http://pasadena.wr.usgs.gov/office/ganderson/es10/lectures/lecture01/sci.method.jpg
798_74767	A3LW8MS4WAPT4S	a2	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.	There's no concrete evidence that supports that god exists. Religion and the bible have too many contradictions and changes that I become less and less convinced in his existence... Evolution makes more sense to me. Animals adapt to their environment, and over huge amounts of time will evolve to be able to survive through different climates and situations.
820_798	A3R8FDQPVAWBCD	a1	Actually, we are evolving. Look this one up; every generation our small toe is becoming increasingly smaller. Eventually, we'll end up losing it. I know it's a small, simple, seemingly useless appendage and who really cares about it, but it is evolution at work.	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.
798_789	ANR5NGACYWKCU	equal	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.	Really? What if I my opponent has ACTUALLY been brainwashed and indoctrinated since birth? Would that make your arguments any weaker?
798_578317615	A3QGFLKL2G6NJJ	a2	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.	I call the god that creationists believe in the "God of the Gaps." Early man's understanding of the universe was extremely limited. People did not know that earthquakes were caused by tectonic plates shifting. Therefore the idea of earthquakes being the work of an angry deity seemed logical, but man's understanding of the universe has grown significantly. We now know that current species came to be from billions of years of evolution. Supporting creationism is holding humanity back. We need to accept the facts and let religion fade away.
798_800	A2YDZDMKMD43LZ	a2	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.	Peppered moths is the ULTIMATE straw man. The peppered moths experiment was a bad experiment and did not show evolution. That how ever doesn't mean that other experiments/observations don't show evolution. There is loads of evidence to support evolution. Genes Fossil record Carbon dating Geological data VIRUS studies Ohh yeah, viruses. Do you know how strains of viruses become immune to anti biotic? They evolve, and because viruses reproduce very quickly they evolve over a shorter time period and can be observed by humans. Your flu injections are made using evolution science.
802_798	A21J7I0BM206N2	a1	"How come people aren't still evolving?" How are you so sure we are not? Could you please show some evidence that we are NOT evolving? And dont say, because we would notice if we were. Solid varifiable evidence if your key to proving your point.	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.
798_806	AOLRSKXC4MJ2F	a2	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.	sabrejimmy, I have not tried to prove ANYTHING. All i asked was for YOU to prove that we are not evolving. Not once did i say that we are still evolving. I have not made any such assertions. So until you can show that we are not evolving with credible evidence, you are just avoiding something you cannot answer. So i say again, back up YOUR claim that we are not evolving. And the big bang is a red herring, we are talking about evolution, NOT Cosmology. It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.
788_798	A3LW8MS4WAPT4S	a1	Evolution does occur and it has been documented, and studied. i invite you to read this: http://www.dinosauria.com/jdp/evol/lizard.html and give you your thoughts. thanks	Just a note to the creationists. Please use the "Convinced me" link correctly. You're supposed to click this if the person's argument convinced you that Creationism is true. Some of you seem to be clicking anything and everything on the right hand side. This will not help you win the debate by the way.
822_821	A2QFSX7BWT3BQ3	a2	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
821_79918	A1MYUUG9YLFIY8	a2	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	its simple, how would we be able to adapt to different enviroments. Over time we adapted to what suited us best otherwise why arn't we one skin colour, why are there so many types of animals
821_778	A3LW8MS4WAPT4S	a2	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	Life has been around for billions of years. Any failure to recreate it in a laboratory is purely because researchers have failed to devote those same billions of years trying. :)
780_821	A1410WUJ4F9LH1	a1	What - is God coming in the year 2100 to judge us then? Not in 2000? Why would God have to tweak anyhow. The guy is all-powerful. So he created some single-celled organisms billions of years ago, and then said to himself "I'm going to set this thing called evolution going and see what happens. Yes, I'll tweak these tiny organisms a bit. Then maybe humans will evolve some day and I can make Mary give birth to Jesus." Yes, that all makes a lot of sense. A good use of God's time.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
821_804	AVT7KJKR643O5	a1	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	Unfortunately, most of what sabrejimmy says is a load of crap. This is what makes these kinds of debates pointless. You have some idiot creationists, who don't understand anything about science. sabrejimmy hasn't attempted to learn anything from this debate. He continues to ask ridiculous questions. Personally, I think I will have to ignore his future posts. Intelligent debate is satisfying, but this isn't.
43519_821	A1PPSQ5PBCZ9JY	a1	There is no argument need to be made. The entire scientific community agrees: Evolution happened and is still happening.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
72483_821	A314XJY8V1YL12	a1	Why is this up for debate? I understand that people have religious beliefs and stuff, and thats fine by me people should be able to do what they without being judged on every move they make, but it's scientifically proven that the evolution is correct. What's your point?	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
817_821	ANB17HWTO4XUN	a1	Radiometric dating can be done in many ways. Today there are over 40 different techniques to do it. It is the fact they are independent, observable, and falsifiable that makes it scientific rigor. I would recommend going tohttp://www.asa3.org/aSA/resources/Wiens.html for more information on radiometric dating.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
821_790	A3QGFLKL2G6NJJ	equal	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	How can that be? How were you brought up? Did you go to church? Sunday school? Pray before meals? Pray at school? Pray at night? I remember at the age of 7 when I started questioning the Lord's Prayer in school. And God. It didn't make sense. So I stopped assuming God was real, and stopped saying the Lord's Prayer (thankfully my public school system stopped that practice). So please tell me where I have been brainwashed.
821_29310	A3TO5TTEYUKB1K	a2	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	all i have to say on this issue is that there is actual evidence to support evolution!!
821_809	A2WL44AWZ8Z66W	a1	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	If you can, then please do so. Illuminate us with your facts! Do you have brain scans of the first humans? How about average organ sizes? Hair patterns? Facial characteristics? Heart rate records? Speaking of these factors, how do you sabrejimmy account for the different racial characteristics of modern humans? I'm married to a Japanese woman. Why do we look so different? Was there in fact an Asian Garden of Eden? And an African Garden of Eden? And a ... What do you actually believe anyhow?
80854_821	A259FXRJFXRDK	a1	Science can prove that evolution is the beginning of life. The big bang theory is a term used to describe the bursting of molecules that begun the creation of the universe. The universe started out as a hot, dense space. Scientists know that because now nearby galaxies are moving further and further away and the universe is expanding and becoming cooler, so, in the past, the universe must have been hotter and more dense. Earth was the perfect candidate for life because it has the "Goldilocks" conditions. Bacteria started to form from molecules, which formed into fish, and then amphibians, then land animals, then monkeys, then humans.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
821_62156	A1SPVT0LRQWIYH	a1	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	I just don't see why it matters so much. We're here. Whoop-de-doo. So go on and live your life! If you want to believe in creationism, that's great, good for you. If you want to believe in evolutionism, same thing. I understand that the point of debate is to get the opponent to be convinced of your side and everything, but I just don't see why even debating it is neccisary. Yet with all that said... Maybe it was a little hypocritical of me to post this. xD sorry.
770_821	A3KMNX2P2QP9JU	a2	Define "order and detail." Existence isn't a BMW. You are falling for the old 'watch maker' argument. You fail to recognize the significance of self replicating systems within a naturally selecting environment. A good read: "The Selfish Gene" by Richard Dawkins. Not as aggressive as his more recent "The God Dilusion," and equally well written.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
801_821	A23AATS9XFHHZM	a1	"So why don't we have talking monkeys?" That's a red herring. Monkeys haven't evolved to talk(by talk im guessing you mean speech) because they are incapable of speech. We on the other hand have evolved to talk. Yes if we are descended from monkeys that doesn't stop monkeys from existing. We are a BRANCH on the tree of life. Not a dead end.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
821_74907	A3LW8MS4WAPT4S	a2	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	I used to think that belief in God was reasonable before the theory of evolution. However, the "who created the creator" argument seems to apply here. An all-knowing all-powerful loving, merciful, personal God is as complex a creature as I can imagine, so complex life cannot be explained by a complex creator.
821_785	A265XKF8DSIKDL	equal	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	There is not God. I just use him in my arguments to make sarcastic comments. Sorry.
821_814	A3LW8MS4WAPT4S	a2	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	Evolution is a science. All the refutes I have seen (which I will rebuttal after this) have nothing to do with science. Their claims are theological claims. Lets first know what science is. Science is known through the scientific method. The scientific method deals only with the natural world. Creationism tries to sneak the supernatural as a scientific explanation. This is called pseudo-science.
824_821	A2G0YLK7FVEM28	a2	Were we magically created in a few days or an outcome which was processed throughout billions of years? Which is more realistic? Which was more likely to happen?	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
813_821	A14SICTOVWQNE8	equal	think about it, it's impossible for evolution to NOT happen. the weak die, the strong continue to breed. this strengthens the species. argument over. however, creationism and evolution are not exclusionary. i don't believe in a god simply because of the unbelievably minute chance of a god (or gods) existing	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
821_58082	A1HZD60AQF11VJ	equal	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	I like to think both are true. 1. God created the first things (i don't think adam and ever were really human, maybe single celled. but man had a hard time believing that so we made the first creatures Man) 2. Those things God created Evolved to fit their surroundings. (there is proof of this, you can not deny this. i do not know if we came from monkeys or not.) I believe in God and Evolution.
821_816	A1SISILL2H1LOX	a1	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	This is this common view of the creationist argument. None of what Sean said has anything to do with science. This is a theological view of the world. . This is all pseudo-science. I understand if you are religious, just dont try to hide it as science. Science never has been about theology. It is about the scientific method. If you really want to debate the science of evolution, you must at least get the scientific method down. http://pasadena.wr.usgs.gov/office/ganderson/es10/lectures/lecture01/sci.method.jpg
821_74767	A1VGZ2K3HF66TE	a2	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	There's no concrete evidence that supports that god exists. Religion and the bible have too many contradictions and changes that I become less and less convinced in his existence... Evolution makes more sense to me. Animals adapt to their environment, and over huge amounts of time will evolve to be able to survive through different climates and situations.
821_820	A1VGZ2K3HF66TE	a2	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	Actually, we are evolving. Look this one up; every generation our small toe is becoming increasingly smaller. Eventually, we'll end up losing it. I know it's a small, simple, seemingly useless appendage and who really cares about it, but it is evolution at work.
789_821	A3QGFLKL2G6NJJ	a2	Really? What if I my opponent has ACTUALLY been brainwashed and indoctrinated since birth? Would that make your arguments any weaker?	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
821_578317615	A2Z3I9XW0SHBPY	a1	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)	I call the god that creationists believe in the "God of the Gaps." Early man's understanding of the universe was extremely limited. People did not know that earthquakes were caused by tectonic plates shifting. Therefore the idea of earthquakes being the work of an angry deity seemed logical, but man's understanding of the universe has grown significantly. We now know that current species came to be from billions of years of evolution. Supporting creationism is holding humanity back. We need to accept the facts and let religion fade away.
800_821	ACY3ZOOZMVS7Y	a1	Peppered moths is the ULTIMATE straw man. The peppered moths experiment was a bad experiment and did not show evolution. That how ever doesn't mean that other experiments/observations don't show evolution. There is loads of evidence to support evolution. Genes Fossil record Carbon dating Geological data VIRUS studies Ohh yeah, viruses. Do you know how strains of viruses become immune to anti biotic? They evolve, and because viruses reproduce very quickly they evolve over a shorter time period and can be observed by humans. Your flu injections are made using evolution science.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
802_821	A1I43J7QNQAVRM	a2	"How come people aren't still evolving?" How are you so sure we are not? Could you please show some evidence that we are NOT evolving? And dont say, because we would notice if we were. Solid varifiable evidence if your key to proving your point.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
806_821	A16KZJ538AEK39	equal	sabrejimmy, I have not tried to prove ANYTHING. All i asked was for YOU to prove that we are not evolving. Not once did i say that we are still evolving. I have not made any such assertions. So until you can show that we are not evolving with credible evidence, you are just avoiding something you cannot answer. So i say again, back up YOUR claim that we are not evolving. And the big bang is a red herring, we are talking about evolution, NOT Cosmology. It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
788_821	A1VGZ2K3HF66TE	equal	Evolution does occur and it has been documented, and studied. i invite you to read this: http://www.dinosauria.com/jdp/evol/lizard.html and give you your thoughts. thanks	You lost me--- 99% of what you say speaks IN FAVOR of evolution and AGAINST creationism --- At most you point out that science doesn't have all the answers (no scientist would try to counter you on that one) and that there may easily be halfway point between faith/science where evolution and creationism can co-exist (a great many liberal theologians and even agnostics would have no real problem with that idea)
79918_822	A1VGZ2K3HF66TE	equal	its simple, how would we be able to adapt to different enviroments. Over time we adapted to what suited us best otherwise why arn't we one skin colour, why are there so many types of animals	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
822_778	A2B4N1UIPO12M1	a2	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.	Life has been around for billions of years. Any failure to recreate it in a laboratory is purely because researchers have failed to devote those same billions of years trying. :)
780_822	A1SWRO4LMKPCOQ	a1	What - is God coming in the year 2100 to judge us then? Not in 2000? Why would God have to tweak anyhow. The guy is all-powerful. So he created some single-celled organisms billions of years ago, and then said to himself "I'm going to set this thing called evolution going and see what happens. Yes, I'll tweak these tiny organisms a bit. Then maybe humans will evolve some day and I can make Mary give birth to Jesus." Yes, that all makes a lot of sense. A good use of God's time.	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
804_822	A3QGFLKL2G6NJJ	equal	Unfortunately, most of what sabrejimmy says is a load of crap. This is what makes these kinds of debates pointless. You have some idiot creationists, who don't understand anything about science. sabrejimmy hasn't attempted to learn anything from this debate. He continues to ask ridiculous questions. Personally, I think I will have to ignore his future posts. Intelligent debate is satisfying, but this isn't.	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
43519_822	A3LW8MS4WAPT4S	a1	There is no argument need to be made. The entire scientific community agrees: Evolution happened and is still happening.	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
72483_822	A17CRJF9JV5LI9	a1	Why is this up for debate? I understand that people have religious beliefs and stuff, and thats fine by me people should be able to do what they without being judged on every move they make, but it's scientifically proven that the evolution is correct. What's your point?	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
822_817	A1VGZ2K3HF66TE	equal	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.	Radiometric dating can be done in many ways. Today there are over 40 different techniques to do it. It is the fact they are independent, observable, and falsifiable that makes it scientific rigor. I would recommend going tohttp://www.asa3.org/aSA/resources/Wiens.html for more information on radiometric dating.
822_790	A21D5FN7P2JGQ2	equal	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.	How can that be? How were you brought up? Did you go to church? Sunday school? Pray before meals? Pray at school? Pray at night? I remember at the age of 7 when I started questioning the Lord's Prayer in school. And God. It didn't make sense. So I stopped assuming God was real, and stopped saying the Lord's Prayer (thankfully my public school system stopped that practice). So please tell me where I have been brainwashed.
822_29310	A3LW8MS4WAPT4S	a2	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.	all i have to say on this issue is that there is actual evidence to support evolution!!
809_822	A3TEJVI4LY59KP	a1	If you can, then please do so. Illuminate us with your facts! Do you have brain scans of the first humans? How about average organ sizes? Hair patterns? Facial characteristics? Heart rate records? Speaking of these factors, how do you sabrejimmy account for the different racial characteristics of modern humans? I'm married to a Japanese woman. Why do we look so different? Was there in fact an Asian Garden of Eden? And an African Garden of Eden? And a ... What do you actually believe anyhow?	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
80854_822	A15LPXZLC6NUHT	a1	Science can prove that evolution is the beginning of life. The big bang theory is a term used to describe the bursting of molecules that begun the creation of the universe. The universe started out as a hot, dense space. Scientists know that because now nearby galaxies are moving further and further away and the universe is expanding and becoming cooler, so, in the past, the universe must have been hotter and more dense. Earth was the perfect candidate for life because it has the "Goldilocks" conditions. Bacteria started to form from molecules, which formed into fish, and then amphibians, then land animals, then monkeys, then humans.	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
62156_822	A35V3K3PZ1ULET	a2	I just don't see why it matters so much. We're here. Whoop-de-doo. So go on and live your life! If you want to believe in creationism, that's great, good for you. If you want to believe in evolutionism, same thing. I understand that the point of debate is to get the opponent to be convinced of your side and everything, but I just don't see why even debating it is neccisary. Yet with all that said... Maybe it was a little hypocritical of me to post this. xD sorry.	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
770_822	A23AATS9XFHHZM	a1	Define "order and detail." Existence isn't a BMW. You are falling for the old 'watch maker' argument. You fail to recognize the significance of self replicating systems within a naturally selecting environment. A good read: "The Selfish Gene" by Richard Dawkins. Not as aggressive as his more recent "The God Dilusion," and equally well written.	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
822_801	A3LW8MS4WAPT4S	a2	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.	"So why don't we have talking monkeys?" That's a red herring. Monkeys haven't evolved to talk(by talk im guessing you mean speech) because they are incapable of speech. We on the other hand have evolved to talk. Yes if we are descended from monkeys that doesn't stop monkeys from existing. We are a BRANCH on the tree of life. Not a dead end.
74907_822	A23XM9DGWLJ2O6	a1	I used to think that belief in God was reasonable before the theory of evolution. However, the "who created the creator" argument seems to apply here. An all-knowing all-powerful loving, merciful, personal God is as complex a creature as I can imagine, so complex life cannot be explained by a complex creator.	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.
822_785	A24GO5LYDQE2T1	a1	Not it's not. But along your line of argument, believe in "Creationism" and "God" is like believing that a puzzle can be solved by waving a magic wand. I mean, God wouldn't actually touch the pieces with his godly fingers would he? You clearly don't understand evolution. Read a book or two.	There is not God. I just use him in my arguments to make sarcastic comments. Sorry.
